EW_Lane0.0,78.74,-10.0
EW_Lane0.1,13.54,-6.0
EW_Lane0.10,67.79,10.0
EW_Lane0.11,362.3,-6.0
EW_Lane0.12,885.02,10.0
EW_Lane0.13,279.25,-6.0
EW_Lane0.14,368.89,10.0
EW_Lane0.15,771.21,10.0
EW_Lane0.16,415.92,-6.0
EW_Lane0.17,-11.5,15.63
EW_Lane0.18,247.14,10.0
EW_Lane0.19,723.78,6.0
EW_Lane0.2,126.29,-10.0
EW_Lane0.20,159.69,10.0
EW_Lane0.21,1348.64,6.0
EW_Lane0.22,517.73,10.0
EW_Lane0.23,242.52,-10.0
EW_Lane0.24,1208.89,6.0
EW_Lane0.25,1382.4,10.0
EW_Lane0.26,465.64,-6.0
EW_Lane0.27,1085.6,6.0
EW_Lane0.28,1254.62,10.0
EW_Lane0.29,941.54,10.0
EW_Lane0.3,1312.21,10.0
EW_Lane0.30,636.08,6.0
EW_Lane0.31,822.6,10.0
EW_Lane0.32,1140.78,10.0
EW_Lane0.33,665.86,10.0
EW_Lane0.34,1426.74,10.0
EW_Lane0.35,-13.24,-19.53
EW_Lane0.36,983.17,6.0
EW_Lane0.37,410.98,6.0
EW_Lane0.38,97.25,6.0
EW_Lane0.39,1405.46,6.0
EW_Lane0.4,214.51,6.0
EW_Lane0.5,459.22,10.0
EW_Lane0.6,590.45,10.0
EW_Lane0.7,1031.05,10.0
EW_Lane0.8,308.42,10.0
EW_Lane0.9,189.2,-10.0
EW_Lane1.0,1126.85,2.0
EW_Lane1.1,326.45,2.0
EW_Lane1.10,160.81,2.0
EW_Lane1.11,96.66,2.0
EW_Lane1.12,1355.04,2.0
EW_Lane1.13,-6.47,-6.69
EW_Lane1.14,708.32,2.0
EW_Lane1.15,201.53,-2.0
EW_Lane1.16,1077.15,2.0
EW_Lane1.17,227.02,2.0
EW_Lane1.18,55.34,-2.0
EW_Lane1.19,151.21,-2.0
EW_Lane1.2,652.34,2.0
EW_Lane1.20,1285.62,2.0
EW_Lane1.21,19.91,2.0
EW_Lane1.22,978.77,2.0
EW_Lane1.23,103.86,-2.0
EW_Lane1.24,552.15,2.0
EW_Lane1.25,278.77,2.0
EW_Lane1.26,1200.61,2.0
EW_Lane1.27,363.88,-2.0
EW_Lane1.28,775.89,2.0
EW_Lane1.29,1023.41,2.0
EW_Lane1.3,243.48,-2.0
EW_Lane1.30,602.79,2.0
EW_Lane1.31,-38.43,-7.81
EW_Lane1.32,323.97,-2.0
EW_Lane1.33,369.05,2.0
EW_Lane1.34,413.86,2.0
EW_Lane1.35,457.42,2.0
EW_Lane1.4,829.66,2.0
EW_Lane1.5,511.71,2.0
EW_Lane1.6,891.95,2.0
EW_Lane1.7,934.03,2.0
EW_Lane1.8,405.44,-2.0
EW_Lane1.9,467.97,-2.0
WE_Lane0.0,1685.87,10.0
WE_Lane0.1,2023.21,12.57
WE_Lane0.10,1557.96,-10.0
WE_Lane0.11,1514.34,-10.0
WE_Lane0.12,1729.03,10.0
WE_Lane0.13,1274.08,-10.0
WE_Lane0.14,1229.96,-10.0
WE_Lane0.15,1898.22,-10.0
WE_Lane0.16,1594.53,10.0
WE_Lane0.17,1809.01,10.0
WE_Lane0.18,1399.45,-10.0
WE_Lane0.19,987.37,-10.0
WE_Lane0.2,678.73,-10.0
WE_Lane0.20,1189.77,-10.0
WE_Lane0.21,860.53,-10.0
WE_Lane0.22,815.55,-10.0
WE_Lane0.23,778.22,-10.0
WE_Lane0.24,1547.85,10.0
WE_Lane0.25,948.12,-10.0
WE_Lane0.26,1851.58,10.0
WE_Lane0.27,731.25,-10.0
WE_Lane0.28,1633.68,10.0
WE_Lane0.29,580.25,-10.0
WE_Lane0.3,1605.84,-10.0
WE_Lane0.30,1478.61,10.0
WE_Lane0.31,908.74,-10.0
WE_Lane0.32,1335.85,-10.0
WE_Lane0.33,1473.08,-10.0
WE_Lane0.34,1890.86,10.0
WE_Lane0.35,1654.84,-10.0
WE_Lane0.36,541.58,-10.0
WE_Lane0.37,1757.54,-10.0
WE_Lane0.38,1856.34,-10.0
WE_Lane0.39,503.95,-10.0
WE_Lane0.4,1799.82,-10.0
