EW_Lane0.0,160.5,-10.0
EW_Lane0.1,95.05,-6.0
EW_Lane0.10,-12.75,16.33
EW_Lane0.11,442.74,-6.0
EW_Lane0.12,803.24,10.0
EW_Lane0.13,358.51,-6.0
EW_Lane0.14,288.06,10.0
EW_Lane0.15,689.45,10.0
EW_Lane0.16,494.97,-6.0
EW_Lane0.17,-4.69,-13.31
EW_Lane0.18,165.38,10.0
EW_Lane0.19,642.0,6.0
EW_Lane0.2,208.07,-10.0
EW_Lane0.20,77.9,10.0
EW_Lane0.21,1266.85,6.0
EW_Lane0.22,435.95,10.0
EW_Lane0.23,321.77,-10.0
EW_Lane0.24,1127.13,6.0
EW_Lane0.25,1300.63,10.0
EW_Lane0.26,544.0,-6.0
EW_Lane0.27,1004.26,6.0
EW_Lane0.28,1172.86,10.0
EW_Lane0.29,861.15,10.0
EW_Lane0.3,1230.44,10.0
EW_Lane0.30,555.49,6.0
EW_Lane0.31,740.82,10.0
EW_Lane0.32,1058.99,10.0
EW_Lane0.33,585.26,10.0
EW_Lane0.34,1345.6,10.0
EW_Lane0.35,63.4,-10.0
EW_Lane0.36,903.41,6.0
EW_Lane0.37,330.13,6.0
EW_Lane0.38,15.48,6.0
EW_Lane0.39,1323.68,6.0
EW_Lane0.4,132.74,6.0
EW_Lane0.5,378.14,10.0
EW_Lane0.6,508.68,10.0
EW_Lane0.7,950.96,10.0
EW_Lane0.8,229.63,10.0
EW_Lane0.9,269.74,-10.0
EW_Lane1.0,1045.21,2.0
EW_Lane1.1,244.67,2.0
EW_Lane1.10,79.04,6.0
EW_Lane1.11,14.88,2.0
EW_Lane1.12,1273.27,2.0
EW_Lane1.13,82.45,-2.0
EW_Lane1.14,626.54,2.0
EW_Lane1.15,282.22,-2.0
EW_Lane1.16,995.83,2.0
EW_Lane1.17,145.23,2.0
EW_Lane1.18,136.81,-2.0
EW_Lane1.19,232.5,-2.0
EW_Lane1.2,571.33,2.0
EW_Lane1.20,1203.85,6.0
EW_Lane1.21,-30.12,-13.59
EW_Lane1.22,898.11,2.0
EW_Lane1.23,185.12,-2.0
EW_Lane1.24,472.34,2.0
EW_Lane1.25,200.08,6.0
EW_Lane1.26,1118.83,2.0
EW_Lane1.27,444.5,-2.0
EW_Lane1.28,694.11,2.0
EW_Lane1.29,943.27,2.0
EW_Lane1.3,325.26,-2.0
EW_Lane1.30,522.24,2.0
EW_Lane1.31,36.65,-2.0
EW_Lane1.32,403.2,-2.0
EW_Lane1.33,288.24,2.0
EW_Lane1.34,333.5,2.0
EW_Lane1.35,377.74,2.0
EW_Lane1.36,171.38,2.0
EW_Lane1.37,1201.74,2.0
EW_Lane1.38,836.4,2.0
EW_Lane1.39,774.22,2.0
EW_Lane1.4,747.88,6.0
EW_Lane1.5,430.58,2.0
EW_Lane1.6,811.1,6.0
EW_Lane1.7,854.34,6.0
EW_Lane1.8,487.23,-2.0
EW_Lane1.9,548.48,-2.0
WE_Lane0.0,1606.41,10.0
WE_Lane0.1,1939.92,10.0
