EW_Lane0.0,176.77,6.0
EW_Lane0.1,241.59,6.0
EW_Lane0.10,420.84,6.0
EW_Lane0.11,18.2,-6.0
EW_Lane0.12,1238.09,6.0
EW_Lane0.13,-38.12,3.44
EW_Lane0.14,720.26,6.0
EW_Lane0.15,1123.23,6.0
EW_Lane0.16,78.11,-6.0
EW_Lane0.17,340.15,6.0
EW_Lane0.18,598.17,6.0
EW_Lane0.19,1075.89,6.0
EW_Lane0.2,129.4,6.0
EW_Lane0.20,512.52,6.0
EW_Lane0.21,1699.77,6.0
EW_Lane0.22,868.42,6.0
EW_Lane0.23,-13.81,13.25
EW_Lane0.24,1561.87,6.0
EW_Lane0.25,1732.24,6.0
EW_Lane0.26,134.66,-6.0
EW_Lane0.27,1435.44,6.0
EW_Lane0.28,1607.3,6.0
EW_Lane0.29,1292.59,6.0
EW_Lane0.3,1665.26,6.0
EW_Lane0.30,980.0,6.0
EW_Lane0.31,1175.15,6.0
EW_Lane0.32,1493.85,6.0
EW_Lane0.33,1008.56,6.0
EW_Lane0.34,1765.57,6.0
EW_Lane0.35,270.92,6.0
EW_Lane0.36,1323.08,6.0
EW_Lane0.37,754.96,6.0
EW_Lane0.38,445.9,6.0
EW_Lane0.4,567.56,6.0
EW_Lane0.5,805.25,6.0
EW_Lane0.6,940.76,6.0
EW_Lane0.7,1373.56,6.0
EW_Lane0.8,661.47,6.0
EW_Lane0.9,53.33,6.0
EW_Lane1.0,1479.68,2.0
EW_Lane1.1,679.39,2.0
EW_Lane1.10,513.88,2.0
EW_Lane1.11,449.72,2.0
EW_Lane1.12,1708.08,2.0
EW_Lane1.13,255.93,2.0
EW_Lane1.14,1061.36,2.0
EW_Lane1.15,46.5,2.0
EW_Lane1.16,1427.17,2.0
EW_Lane1.17,580.09,2.0
EW_Lane1.18,199.6,2.0
EW_Lane1.19,102.04,2.0
EW_Lane1.2,1002.32,2.0
EW_Lane1.20,1638.69,2.0
EW_Lane1.21,372.94,2.0
EW_Lane1.22,1320.27,2.0
EW_Lane1.23,149.4,2.0
EW_Lane1.24,891.66,2.0
EW_Lane1.25,631.81,2.0
EW_Lane1.26,1553.67,2.0
EW_Lane1.27,19.96,-2.0
EW_Lane1.28,1128.95,2.0
EW_Lane1.29,1362.0,2.0
EW_Lane1.3,13.08,2.0
EW_Lane1.30,948.9,2.0
