EW_Lane0.0,116.63,-10.0
EW_Lane0.1,51.31,-6.0
EW_Lane0.10,29.89,10.0
EW_Lane0.11,399.58,-6.0
EW_Lane0.12,847.12,10.0
EW_Lane0.13,315.93,-6.0
EW_Lane0.14,331.0,10.0
EW_Lane0.15,733.32,10.0
EW_Lane0.16,452.52,-6.0
EW_Lane0.17,-43.77,-11.9
EW_Lane0.18,209.25,10.0
EW_Lane0.19,685.88,6.0
EW_Lane0.2,164.19,-10.0
EW_Lane0.20,121.78,10.0
EW_Lane0.21,1310.74,6.0
EW_Lane0.22,479.83,10.0
EW_Lane0.23,279.19,-10.0
EW_Lane0.24,1171.0,6.0
EW_Lane0.25,1344.51,10.0
EW_Lane0.26,501.89,-6.0
EW_Lane0.27,1047.99,6.0
EW_Lane0.28,1216.73,10.0
EW_Lane0.29,903.64,10.0
EW_Lane0.3,1274.3,10.0
EW_Lane0.30,598.76,6.0
EW_Lane0.31,784.7,10.0
EW_Lane0.32,1102.88,10.0
EW_Lane0.33,628.54,10.0
EW_Lane0.34,1389.15,10.0
EW_Lane0.35,19.66,-10.0
EW_Lane0.36,945.98,6.0
EW_Lane0.37,373.55,6.0
EW_Lane0.38,59.35,6.0
EW_Lane0.39,1367.56,6.0
EW_Lane0.4,176.62,6.0
EW_Lane0.5,421.67,10.0
EW_Lane0.6,552.56,10.0
EW_Lane0.7,993.75,10.0
EW_Lane0.8,270.93,10.0
EW_Lane0.9,226.52,-10.0
EW_Lane1.0,1089.05,2.0
EW_Lane1.1,288.55,2.0
EW_Lane1.10,122.92,2.0
EW_Lane1.11,58.76,2.0
EW_Lane1.12,1317.15,2.0
EW_Lane1.13,38.56,-2.0
EW_Lane1.14,670.43,2.0
EW_Lane1.15,238.9,-2.0
EW_Lane1.16,1039.56,2.0
EW_Lane1.17,189.12,2.0
EW_Lane1.18,93.09,-2.0
EW_Lane1.19,188.87,-2.0
EW_Lane1.2,614.81,2.0
EW_Lane1.20,1247.72,6.0
EW_Lane1.21,-18.2,12.05
EW_Lane1.22,941.61,2.0
EW_Lane1.23,141.5,-2.0
EW_Lane1.24,515.21,2.0
EW_Lane1.25,241.38,6.0
EW_Lane1.26,1162.72,2.0
EW_Lane1.27,401.22,-2.0
EW_Lane1.28,738.0,2.0
EW_Lane1.29,986.47,2.0
EW_Lane1.3,281.38,-2.0
EW_Lane1.30,565.49,2.0
EW_Lane1.31,-10.78,-9.82
EW_Lane1.32,360.63,-2.0
EW_Lane1.33,331.63,2.0
EW_Lane1.34,376.66,2.0
EW_Lane1.35,420.55,2.0
EW_Lane1.36,212.64,2.0
EW_Lane1.37,1245.62,2.0
EW_Lane1.4,791.76,2.0
EW_Lane1.5,474.12,2.0
EW_Lane1.6,854.05,2.0
EW_Lane1.7,896.65,2.0
EW_Lane1.8,443.34,-2.0
EW_Lane1.9,505.26,-2.0
WE_Lane0.0,1649.1,10.0
WE_Lane0.1,1983.45,10.0
WE_Lane0.10,1595.63,-10.0
WE_Lane0.11,1551.64,-10.0
WE_Lane0.12,1692.57,10.0
WE_Lane0.13,1311.93,-10.0
WE_Lane0.14,1267.49,-10.0
WE_Lane0.15,1936.12,-10.0
WE_Lane0.16,1557.63,10.0
WE_Lane0.17,1771.82,10.0
WE_Lane0.18,1436.73,-10.0
WE_Lane0.19,1021.78,-10.0
WE_Lane0.2,713.51,-10.0
WE_Lane0.20,1226.63,-10.0
WE_Lane0.21,894.52,-10.0
WE_Lane0.22,849.68,-10.0
WE_Lane0.23,811.7,-10.0
WE_Lane0.24,1510.95,10.0
WE_Lane0.25,982.03,-10.0
WE_Lane0.26,1814.8,10.0
WE_Lane0.27,765.12,-10.0
WE_Lane0.28,1597.49,10.0
WE_Lane0.29,615.83,-10.0
WE_Lane0.3,1643.46,-10.0
WE_Lane0.30,1440.71,10.0
WE_Lane0.31,942.22,-10.0
WE_Lane0.32,1373.73,-10.0
WE_Lane0.33,1509.84,-10.0
WE_Lane0.34,1854.78,10.0
WE_Lane0.35,1692.3,-10.0
WE_Lane0.36,576.52,-10.0
WE_Lane0.37,1794.64,-10.0
WE_Lane0.38,1893.7,-10.0
WE_Lane0.39,538.19,-10.0
WE_Lane0.4,1837.39,-10.0
WE_Lane0.5,1934.18,10.0
WE_Lane0.6,1061.61,-10.0
WE_Lane0.7,1740.02,-10.0
WE_Lane0.8,656.4,-10.0
WE_Lane0.9,2001.75,-12.18
WE_Lane1.0,1400.41,-6.0
WE_Lane1.1,1459.17,6.0
WE_Lane1.10,1976.77,6.0
WE_Lane1.11,1581.27,-6.0
WE_Lane1.12,1813.46,-6.0
WE_Lane1.13,1500.09,6.0
WE_Lane1.14,1212.33,-6.0
WE_Lane1.15,1464.59,-6.0
WE_Lane1.16,1353.29,-6.0
WE_Lane1.17,2020.4,10.7
WE_Lane1.18,1992.48,-6.0
WE_Lane1.19,1835.5,6.0
WE_Lane1.2,719.01,-6.0
WE_Lane1.20,1169.31,-6.0
WE_Lane1.21,937.74,-6.0
WE_Lane1.22,1729.8,6.0
WE_Lane1.23,1609.48,6.0
WE_Lane1.24,1129.98,-6.0
WE_Lane1.25,1776.85,6.0
WE_Lane1.26,1747.9,-6.0
WE_Lane1.27,676.48,-6.0
WE_Lane1.28,985.2,-6.0
WE_Lane1.29,633.07,-6.0
WE_Lane1.3,1253.39,-6.0
WE_Lane1.30,1090.98,-6.0
WE_Lane1.31,1880.08,6.0
WE_Lane1.32,1862.57,-6.0
WE_Lane1.33,1039.83,-6.0
WE_Lane1.34,825.28,-6.0
WE_Lane1.35,1700.72,-6.0
WE_Lane1.36,1924.97,6.0
WE_Lane1.37,780.08,-6.0
WE_Lane1.38,592.69,-6.0
WE_Lane1.39,553.74,-6.0
WE_Lane1.4,866.4,-6.0
WE_Lane1.5,1681.33,6.0
WE_Lane1.6,1909.32,-6.0
WE_Lane1.7,1553.89,6.0
WE_Lane1.8,1650.76,-6.0
WE_Lane1.9,1508.47,-6.0
WE_Lane2.0,1404.67,2.0
WE_Lane2.1,1644.61,-2.0
WE_Lane2.10,1293.32,-2.0
WE_Lane2.11,1950.86,2.0
WE_Lane2.12,1403.2,-2.0
WE_Lane2.13,1828.51,-2.0
WE_Lane2.14,929.94,-2.0
WE_Lane2.15,885.48,-2.0
WE_Lane2.16,840.72,-2.0
WE_Lane2.17,1042.23,-2.0
WE_Lane2.18,1570.7,2.0
WE_Lane2.19,1171.61,-2.0
WE_Lane2.2,1525.6,2.0
WE_Lane2.20,1785.39,-2.0
WE_Lane2.21,1476.66,-2.0
WE_Lane2.22,797.61,-2.0
WE_Lane2.23,740.66,-2.0
WE_Lane2.24,1898.15,2.0
WE_Lane2.25,2007.12,-8.37
WE_Lane2.26,686.18,-2.0
WE_Lane2.27,1878.38,-2.0
WE_Lane2.28,1449.02,2.0
WE_Lane2.29,1726.23,-2.0
WE_Lane2.3,1829.31,2.0
WE_Lane2.30,1614.79,2.0
WE_Lane2.31,1247.48,-2.0
WE_Lane2.32,1757.14,2.0
WE_Lane2.33,644.27,-2.0
WE_Lane2.34,1996.79,2.0
WE_Lane2.35,1659.2,2.0
WE_Lane2.36,1957.46,-2.0
WE_Lane2.37,604.04,-2.0
WE_Lane2.38,564.8,-2.0
WE_Lane2.4,1595.56,-2.0
WE_Lane2.5,1712.58,2.0
WE_Lane2.6,1335.93,-2.0
WE_Lane2.7,1085.79,-2.0
WE_Lane2.8,977.66,-2.0
WE_Lane2.9,1550.55,-2.0
