0,136.105,427.75,car
0,175.338,427.75,car
0,371.784,427.75,car
0,144.232,427.75,car
0,355.891,427.75,car
0,253.652,431.25,car
0,167.334,431.25,car
0,225.733,438.25,car
0,204.629,434.75,car
0,230.933,431.25,car
0,219.391,431.25,car
0,128.215,427.75,car
0,240.642,434.75,car
0,214.702,438.25,car
0,325.992,438.25,car
0,131.621,431.25,car
0,174.659,438.25,car
0,139.648,431.25,car
0,500.973,431.896,car
0,487.516,438.25,car
0,498.963,427.75,car
0,478.61,431.25,car
0,489.969,427.75,car
0,158.184,431.25,car
0,487.323,431.25,car
0,306.411,431.25,car
0,322.042,431.25,car
0,291.237,431.25,car
0,374.953,431.25,car
0,266.504,431.25,car
0,299.797,427.75,car
0,275.759,427.75,car
0,263.787,427.75,car
0,251.896,427.75,car
0,344.749,438.25,car
0,287.786,427.75,car
0,240.043,427.75,car
0,228.374,427.75,car
0,176.779,431.25,car
0,185.415,438.25,car
0,166.066,427.75,car
0,152.605,427.75,car
0,203.749,438.25,car
0,140.874,434.75,car
0,191.526,434.75,car
0,157.993,434.75,car
0,228.108,434.75,car
0,481.136,427.75,car
0,199.807,431.25,car
0,353.749,431.25,car
0,354.438,438.25,fastbicycle
0,166.328,438.25,slowbicycle
0,304.978,438.25,slowbicycle
0,28.576,427.75,avgbicycle
0,311.342,438.25,slowbicycle
0,259.319,438.25,avgbicycle
0,158.858,427.75,fastbicycle
0,180.694,434.75,fastbicycle
0,242.643,438.25,avgbicycle
0,235.965,438.25,fastbicycle
0,252.862,438.25,avgbicycle
0,300.322,434.75,avgbicycle
0,307.172,434.75,fastbicycle
0,353.79,434.75,avgbicycle
0,314.022,434.75,fastbicycle
0,317.666,438.25,fastbicycle
0,486.298,434.75,fastbicycle
0,474.31,438.25,fastbicycle
0,360.76,438.25,avgbicycle
0,309.419,427.75,avgbicycle
0,145.109,438.25,fastbicycle
0,125.761,431.25,avgbicycle
0,277.063,431.25,fastbicycle
0,26.843,431.25,avgbicycle
0,195.257,438.25,avgbicycle
0,248.25,445.501,fastbicycle
0,248.25,258.551,fastbicycle
0,255.25,198.782,fastbicycle
0,248.25,571.133,fastbicycle
0,254.259,-1.485,slowbicycle
0,251.75,197.765,fastbicycle
0,251.75,191.444,avgbicycle
0,255.25,4.066,avgbicycle
0,244.75,190.484,slowbicycle
0,244.75,196.82,slowbicycle
0,244.75,29.736,avgbicycle
0,251.75,185.124,fastbicycle
0,248.25,472.487,avgbicycle
0,244.75,26.452,avgbicycle
0,244.75,221.182,slowbicycle
0,244.75,100.362,avgbicycle
0,244.75,14.326,avgbicycle
0,244.75,203.141,avgbicycle
0,244.75,471.956,avgbicycle
0,255.25,205.104,slowbicycle
0,244.75,445.501,fastbicycle
0,255.25,147.791,avgbicycle
0,255.25,742.18,avgbicycle
0,251.75,204.088,slowbicycle
0,255.25,192.42,slowbicycle
0,334.76,438.25,motorcycle
0,183.786,427.75,motorcycle
0,243.008,431.25,motorcycle
0,339.97,431.25,moped
0,185.112,431.25,moped
0,218.756,427.75,motorcycle
0,203.649,427.75,motorcycle
0,196.691,427.75,motorcycle
0,341.987,427.75,motorcycle
0,210.8,427.75,moped
0,191.356,431.25,moped
0,210.002,431.25,motorcycle
0,404.979,438.25,motorcycle
0,215.651,434.75,moped
0,335.915,434.75,motorcycle
0,343.399,434.75,motorcycle
0,320.929,434.75,motorcycle
0,493.416,434.75,motorcycle
0,190.071,427.75,motorcycle
0,146.383,431.25,motorcycle
0,328.413,434.75,motorcycle
0,151.235,431.25,motorcycle
0,502.927,436.296,motorcycle
0,496.039,438.25,motorcycle
0,494.895,431.25,motorcycle
0,248.25,4.073,car
0,244.75,34.812,car
0,251.75,143.024,car
0,248.25,500.545,car
0,244.75,499.008,car
0,244.75,523.071,car
0,244.75,511.036,car
0,248.25,512.574,car
0,255.25,12.867,car
0,244.75,535.099,car
0,244.75,547.131,car
0,244.75,577.409,car
0,248.25,54.176,car
0,248.25,559.436,car
0,248.25,580.761,car
0,250.105,-1.698,car
0,246.352,-2.4,car
0,248.25,228.726,car
0,244.75,7.381,car
0,248.25,35.942,car
0,251.75,168.778,car
0,251.75,5.925,car
0,244.75,20.33,car
0,244.75,239.633,car
0,248.25,146.136,car
0,248.25,245.972,car
0,248.25,129.471,car
0,244.75,61.595,car
0,248.25,179.517,car
0,248.25,61.1,car
0,248.25,87.708,car
0,244.75,68.161,car
0,244.75,255.537,car
0,248.25,67.877,car
0,248.25,162.838,car
0,244.75,87.79,car
0,248.25,74.548,car
0,248.25,196.112,car
0,244.75,81.221,car
0,248.25,94.365,car
0,248.25,81.146,car
0,248.25,212.574,car
0,244.75,74.698,car
0,248.25,101.568,car
0,244.75,267.773,car
0,248.25,28.01,car
0,244.75,54.975,car
0,248.25,109.925,car
0,244.75,48.271,car
0,248.25,43.573,car
0,255.25,172.151,motorcycle
0,251.75,91.91,motorcycle
0,244.75,479.568,moped
0,248.25,480.188,motorcycle
0,248.25,488.48,motorcycle
0,244.75,487.681,moped
0,255.25,141.695,motorcycle
0,248.25,530.773,motorcycle
0,248.25,547.357,motorcycle
0,255.25,186.064,motorcycle
0,248.25,539.063,motorcycle
0,248.25,522.583,moped
0,255.25,179.103,motorcycle
0,244.75,557.141,moped
0,244.75,565.336,motorcycle
0,251.75,153.045,motorcycle
0,251.75,160.008,motorcycle
0,251.75,178.765,motorcycle
0,248.25,21.345,motorcycle
0,255.25,164.871,moped
0,244.75,40.029,motorcycle
0,248.25,16.501,motorcycle
0,248.25,48.939,moped
0,248.25,11.332,motorcycle
0,244.75,43.233,motorcycle
0,376.242,441.6,DEFAULT_PEDTYPE
0,354.382,441.6,DEFAULT_PEDTYPE
0,360.756,442.24,DEFAULT_PEDTYPE
0,347.95,442.24,DEFAULT_PEDTYPE
0,370.802,440.96,DEFAULT_PEDTYPE
0,381.218,442.24,DEFAULT_PEDTYPE
0,499.615,442.24,DEFAULT_PEDTYPE
0,496.885,442.24,DEFAULT_PEDTYPE
0,495.773,440.96,DEFAULT_PEDTYPE
0,342.73,440.96,DEFAULT_PEDTYPE
0,366.808,442.24,DEFAULT_PEDTYPE
0,371.291,440.96,DEFAULT_PEDTYPE
0,363.738,440.96,DEFAULT_PEDTYPE
0,493.984,442.24,DEFAULT_PEDTYPE
0,498.636,440.96,DEFAULT_PEDTYPE
0,502.88,425.998,DEFAULT_PEDTYPE
0,499.678,441.6,DEFAULT_PEDTYPE
0,497.853,442.24,DEFAULT_PEDTYPE
0,498.663,442.24,DEFAULT_PEDTYPE
0,355.348,441.6,DEFAULT_PEDTYPE
0,501.295,442.494,DEFAULT_PEDTYPE
0,348.181,441.6,DEFAULT_PEDTYPE
0,347.45,440.32,DEFAULT_PEDTYPE
0,396.158,442.24,DEFAULT_PEDTYPE
0,500.001,443.18,DEFAULT_PEDTYPE
0,345.321,440.96,DEFAULT_PEDTYPE
0,494.453,442.24,DEFAULT_PEDTYPE
0,500.477,443.18,DEFAULT_PEDTYPE
0,496.333,441.654,DEFAULT_PEDTYPE
0,487.208,440.96,DEFAULT_PEDTYPE
0,489.108,442.24,DEFAULT_PEDTYPE
0,494.759,440.32,DEFAULT_PEDTYPE
0,495.692,442.24,DEFAULT_PEDTYPE
0,497.061,441.6,DEFAULT_PEDTYPE
0,360.252,442.24,DEFAULT_PEDTYPE
0,491.109,442.24,DEFAULT_PEDTYPE
0,493.903,440.96,DEFAULT_PEDTYPE
0,492.439,441.6,DEFAULT_PEDTYPE
0,495.866,441.6,DEFAULT_PEDTYPE
