flow1.0,300.011,434.75,car
flow1.1,306.53,434.75,car
flow1.10,32.185,434.75,car
flow1.11,268.703,438.25,car
flow1.12,274.005,434.75,car
flow1.13,36.027,431.25,car
flow1.14,20.663,431.25,car
flow1.15,-0.741,431.742,car
flow1.16,42.777,434.75,car
flow1.17,21.827,434.75,car
flow1.18,1.52,434.75,car
flow1.19,11.606,434.75,car
flow1.2,313.146,434.75,car
flow1.20,35.074,438.25,car
flow1.21,275.204,438.25,car
flow1.22,280.506,434.75,car
flow1.23,287.007,434.75,car
flow1.24,281.705,438.25,car
flow1.25,288.206,438.25,car
flow1.26,334.19,434.75,car
flow1.27,307.109,438.25,car
flow1.28,349.032,434.75,car
flow1.29,383.686,434.75,car
flow1.3,293.508,434.75,car
flow1.30,315.497,438.25,car
flow1.31,453.098,434.75,car
flow1.32,399.818,434.75,car
flow1.33,431.561,434.75,car
flow1.34,471.229,434.75,car
flow1.35,232.798,431.25,car
flow1.36,233.398,427.75,car
flow1.37,226.897,427.75,car
flow1.38,226.297,431.25,car
flow1.39,220.396,427.75,car
flow1.4,300.085,438.25,car
flow1.40,219.796,431.25,car
flow1.41,213.882,427.75,car
flow1.42,211.549,431.25,car
flow1.43,180.569,427.75,car
flow1.44,121.871,427.75,car
flow1.45,75.332,427.75,car
flow1.5,31.936,427.75,car
flow1.6,324.172,434.75,car
flow1.7,21.269,427.75,car
flow1.8,96.164,431.25,car
flow1.9,152.795,431.25,car
flow11.0,474.934,438.25,avgbicycle
flow11.1,46.526,427.75,slowbicycle
flow11.10,0.634,438.25,fastbicycle
flow11.11,262.501,434.75,avgbicycle
flow11.12,19.076,438.25,fastbicycle
flow11.13,264.602,434.75,avgbicycle
flow11.14,262.501,438.25,avgbicycle
flow11.2,40.226,427.75,slowbicycle
flow11.3,54.186,427.75,avgbicycle
flow11.4,237.499,427.75,avgbicycle
flow11.5,395.294,438.25,fastbicycle
flow11.6,6.764,438.25,avgbicycle
flow11.7,12.909,438.25,avgbicycle
flow11.8,264.602,438.25,slowbicycle
flow11.9,3.9,427.75,fastbicycle
flow12.0,244.75,491.787,slowbicycle
flow12.1,244.75,235.78,fastbicycle
flow12.10,244.75,717.122,avgbicycle
flow12.11,244.75,821.506,avgbicycle
flow12.12,244.75,835.149,avgbicycle
flow12.13,248.25,861.914,fastbicycle
flow12.14,255.25,856.635,fastbicycle
flow12.15,255.25,781.643,slowbicycle
flow12.16,251.75,864.541,avgbicycle
flow12.17,248.25,830.335,fastbicycle
flow12.2,244.75,275.29,avgbicycle
flow12.3,244.75,581.272,slowbicycle
flow12.4,244.75,807.676,slowbicycle
flow12.5,244.75,814.015,slowbicycle
flow12.6,248.25,239.796,fastbicycle
flow12.7,244.75,859.133,slowbicycle
flow12.8,244.75,678.311,fastbicycle
flow12.9,244.75,515.552,fastbicycle
flow122.0,269.404,434.75,moped
flow122.1,25.281,438.25,motorcycle
flow122.10,61.533,431.25,motorcycle
flow122.11,12.59,427.75,motorcycle
flow122.12,83.16,431.25,moped
flow122.13,72.2,431.25,motorcycle
flow122.14,9.799,431.25,moped
flow122.2,292.708,438.25,moped
flow122.3,266.703,434.75,motorcycle
flow122.4,404.397,438.25,motorcycle
flow122.5,318.076,434.75,moped
flow122.6,295.317,438.25,motorcycle
flow122.7,414.113,438.25,motorcycle
flow122.8,237.499,431.25,motorcycle
flow122.9,-2.848,429.651,motorcycle
flow2.0,255.25,533.975,car
flow2.1,251.75,510.718,car
flow2.10,244.75,284.914,car
flow2.11,248.25,295.776,car
flow2.12,248.25,789.475,car
flow2.13,254.69,866.839,car
flow2.14,248.25,469.642,car
flow2.15,248.25,543.27,car
flow2.16,248.25,627.119,car
flow2.17,248.25,850.468,car
flow2.18,244.75,589.882,car
flow2.19,248.25,565.388,car
flow2.2,251.75,494.501,car
flow2.20,248.25,607.109,car
flow2.21,255.25,675.32,car
flow2.22,248.25,696.804,car
flow2.23,248.25,738.711,car
flow2.24,248.25,722.799,car
flow2.25,251.75,670.519,car
flow2.26,255.25,640.8,car
flow2.27,251.75,647.829,car
flow2.28,255.25,620.661,car
flow2.29,255.25,602.523,car
flow2.3,255.25,517.604,car
flow2.30,251.75,591.607,car
flow2.31,255.25,584.924,car
flow2.32,255.25,567.608,car
flow2.33,251.75,543.761,car
flow2.34,251.75,527.466,car
flow2.35,255.25,550.6,car
flow2.36,255.25,425.44,car
flow2.37,251.75,409.479,car
flow2.38,255.25,407.218,car
flow2.39,255.25,341.76,car
flow2.4,255.25,439.387,car
flow2.40,255.25,267.339,car
flow2.41,255.25,205.441,car
flow2.42,255.25,140.843,car
flow2.43,255.25,95.564,car
flow2.44,255.25,53.934,car
flow2.45,255.25,26.613,car
flow2.46,255.25,9.777,car
flow2.5,255.25,497.74,car
flow2.6,251.75,422.327,car
flow2.7,255.25,481.335,car
flow2.8,248.25,250.429,car
flow2.9,248.25,756.625,car
flow222.0,251.75,576.082,moped
flow222.1,251.75,630.815,motorcycle
flow222.10,251.75,446.815,moped
flow222.11,248.25,262.921,motorcycle
flow222.12,244.75,255.482,moped
flow222.13,248.25,273.74,motorcycle
flow222.14,244.75,865.486,motorcycle
flow222.15,244.75,726.293,motorcycle
flow222.16,248.25,648.22,motorcycle
flow222.17,248.25,401.133,motorcycle
flow222.2,251.75,615.846,motorcycle
flow222.3,251.75,562.764,moped
flow222.4,251.75,436.733,motorcycle
flow222.5,251.75,480.92,motorcycle
flow222.6,255.25,467.63,motorcycle
flow222.7,251.75,469.538,motorcycle
flow222.8,251.75,458.533,motorcycle
flow222.9,255.25,456.135,motorcycle
pf_0.0,343.952,425.04,DEFAULT_PEDTYPE
pf_0.1,351.153,424.4,DEFAULT_PEDTYPE
pf_0.10,345.452,424.4,DEFAULT_PEDTYPE
pf_0.11,344.268,423.761,DEFAULT_PEDTYPE
pf_0.12,332.626,425.04,DEFAULT_PEDTYPE
pf_0.13,307.712,424.4,DEFAULT_PEDTYPE
pf_0.14,242.998,422.62,DEFAULT_PEDTYPE
pf_0.15,242.998,423.26,DEFAULT_PEDTYPE
pf_0.16,242.998,423.9,DEFAULT_PEDTYPE
pf_0.17,352.041,425.04,DEFAULT_PEDTYPE
pf_0.18,317.826,424.4,DEFAULT_PEDTYPE
pf_0.19,313.332,425.04,DEFAULT_PEDTYPE
pf_0.2,345.479,423.76,DEFAULT_PEDTYPE
pf_0.20,242.998,421.98,DEFAULT_PEDTYPE
pf_0.21,242.526,422.62,DEFAULT_PEDTYPE
pf_0.22,240.981,422.224,DEFAULT_PEDTYPE
pf_0.23,241.246,422.807,DEFAULT_PEDTYPE
pf_0.24,241.513,423.389,DEFAULT_PEDTYPE
pf_0.25,242.526,423.9,DEFAULT_PEDTYPE
pf_0.26,320.343,423.76,DEFAULT_PEDTYPE
pf_0.27,242.056,423.26,DEFAULT_PEDTYPE
pf_0.28,321.235,425.04,DEFAULT_PEDTYPE
pf_0.29,314.259,425.68,DEFAULT_PEDTYPE
pf_0.3,307.025,423.76,DEFAULT_PEDTYPE
pf_0.30,242.529,421.98,DEFAULT_PEDTYPE
pf_0.31,309.58,425.04,DEFAULT_PEDTYPE
