flow1.0,30.93,-5.25,car
flow10.0,505.25,32.31,car
flow11.0,505.25,18.66,car
flow2.0,17.04,-5.25,car
flow3.0,255.25,31.53,car
flow4.0,255.25,18.36,car
flow5.0,11.89,-5.25,avgbicycle
flow7.0,255.25,13.8,motorcycle
flow9.0,505.25,13.85,motorcycle
pf_0.0,19.8,423.76,DEFAULT_PEDTYPE
pf_0.1,18.96,423.76,DEFAULT_PEDTYPE
pf_0.2,19.23,424.4,DEFAULT_PEDTYPE
pf_0.3,17.63,423.76,DEFAULT_PEDTYPE
pf_1.0,733.97,442.24,DEFAULT_PEDTYPE
pf_1.1,734.84,441.6,DEFAULT_PEDTYPE
pf_10.0,9.24,15.4,DEFAULT_PEDTYPE
pf_10.1,9.24,10.91,DEFAULT_PEDTYPE
pf_11.0,-9.24,1280.0,DEFAULT_PEDTYPE
pf_11.1,-9.21,1280.48,DEFAULT_PEDTYPE
pf_11.2,-9.24,1281.99,DEFAULT_PEDTYPE
pf_11.3,-9.24,1284.27,DEFAULT_PEDTYPE
pf_11.4,-9.24,1286.11,DEFAULT_PEDTYPE
pf_11.5,-9.24,1288.65,DEFAULT_PEDTYPE
pf_2.0,259.24,15.88,DEFAULT_PEDTYPE
pf_2.1,259.24,13.64,DEFAULT_PEDTYPE
pf_2.2,259.24,12.0,DEFAULT_PEDTYPE
pf_3.0,240.76,1277.45,DEFAULT_PEDTYPE
pf_3.1,240.76,1280.86,DEFAULT_PEDTYPE
pf_3.2,240.76,1282.56,DEFAULT_PEDTYPE
pf_3.3,241.4,1283.18,DEFAULT_PEDTYPE
pf_4.0,20.8,856.76,DEFAULT_PEDTYPE
pf_4.1,20.35,857.27,DEFAULT_PEDTYPE
pf_4.2,16.31,856.76,DEFAULT_PEDTYPE
pf_4.3,12.18,856.76,DEFAULT_PEDTYPE
pf_5.0,735.8,875.24,DEFAULT_PEDTYPE
pf_5.1,736.28,874.6,DEFAULT_PEDTYPE
pf_6.0,509.24,19.87,DEFAULT_PEDTYPE
pf_6.1,508.6,20.28,DEFAULT_PEDTYPE
pf_6.2,509.06,19.4,DEFAULT_PEDTYPE
pf_6.3,509.24,16.2,DEFAULT_PEDTYPE
pf_6.4,508.6,17.53,DEFAULT_PEDTYPE
pf_6.5,509.19,15.33,DEFAULT_PEDTYPE
pf_6.6,509.24,13.35,DEFAULT_PEDTYPE
pf_6.7,509.24,11.88,DEFAULT_PEDTYPE
pf_7.0,490.76,1286.89,DEFAULT_PEDTYPE
pf_7.1,490.89,1287.5,DEFAULT_PEDTYPE
pf_8.0,740.76,1281.68,DEFAULT_PEDTYPE
pf_8.1,740.76,1283.39,DEFAULT_PEDTYPE
pf_9.0,759.24,18.38,DEFAULT_PEDTYPE
pf_9.1,759.24,16.9,DEFAULT_PEDTYPE
pf_9.2,759.15,16.43,DEFAULT_PEDTYPE
pf_9.3,759.24,10.8,DEFAULT_PEDTYPE
pf_9.4,759.24,10.0,DEFAULT_PEDTYPE
