flow1.0,31.69,-5.25,car
flow10.0,505.25,33.05,car
flow11.0,505.25,18.99,car
flow19.0,505.25,13.81,motorcycle
flow2.0,17.36,-5.25,car
flow3.0,255.25,32.25,car
flow4.0,255.25,18.68,car
flow5.0,12.04,-5.25,avgbicycle
flow7.0,255.25,13.85,motorcycle
flow9.0,501.75,13.96,motorcycle
pf_0.0,20.0,423.76,DEFAULT_PEDTYPE
pf_0.1,19.17,423.76,DEFAULT_PEDTYPE
pf_0.2,19.47,424.4,DEFAULT_PEDTYPE
pf_0.3,17.85,423.76,DEFAULT_PEDTYPE
pf_0.4,11.5,423.76,DEFAULT_PEDTYPE
pf_1.0,733.75,442.24,DEFAULT_PEDTYPE
pf_1.1,734.63,441.6,DEFAULT_PEDTYPE
pf_10.0,9.24,15.66,DEFAULT_PEDTYPE
pf_10.1,9.24,11.17,DEFAULT_PEDTYPE
pf_11.0,-9.24,1279.77,DEFAULT_PEDTYPE
pf_11.1,-9.21,1280.24,DEFAULT_PEDTYPE
pf_11.2,-9.24,1281.74,DEFAULT_PEDTYPE
pf_11.3,-9.24,1284.03,DEFAULT_PEDTYPE
pf_11.4,-9.24,1285.86,DEFAULT_PEDTYPE
pf_11.5,-9.24,1288.37,DEFAULT_PEDTYPE
pf_2.0,259.24,16.1,DEFAULT_PEDTYPE
pf_2.1,259.24,13.88,DEFAULT_PEDTYPE
pf_2.2,259.24,12.23,DEFAULT_PEDTYPE
pf_3.0,240.76,1277.16,DEFAULT_PEDTYPE
pf_3.1,240.76,1280.62,DEFAULT_PEDTYPE
pf_3.2,240.76,1282.35,DEFAULT_PEDTYPE
pf_3.3,241.4,1282.91,DEFAULT_PEDTYPE
pf_4.0,21.06,856.76,DEFAULT_PEDTYPE
pf_4.1,20.64,857.4,DEFAULT_PEDTYPE
pf_4.2,16.55,856.76,DEFAULT_PEDTYPE
pf_4.3,12.42,856.76,DEFAULT_PEDTYPE
pf_5.0,735.54,875.24,DEFAULT_PEDTYPE
pf_5.1,736.0,874.6,DEFAULT_PEDTYPE
pf_6.0,509.24,20.11,DEFAULT_PEDTYPE
pf_6.1,508.6,20.54,DEFAULT_PEDTYPE
pf_6.2,509.12,19.64,DEFAULT_PEDTYPE
pf_6.3,509.24,16.4,DEFAULT_PEDTYPE
pf_6.4,508.6,17.84,DEFAULT_PEDTYPE
pf_6.5,509.19,15.59,DEFAULT_PEDTYPE
pf_6.6,509.24,13.58,DEFAULT_PEDTYPE
pf_6.7,509.21,12.17,DEFAULT_PEDTYPE
pf_7.0,490.76,1286.64,DEFAULT_PEDTYPE
pf_7.1,491.02,1287.5,DEFAULT_PEDTYPE
pf_8.0,740.76,1281.42,DEFAULT_PEDTYPE
pf_8.1,740.76,1283.17,DEFAULT_PEDTYPE
pf_9.0,759.24,18.62,DEFAULT_PEDTYPE
pf_9.1,759.24,17.15,DEFAULT_PEDTYPE
pf_9.2,759.09,16.67,DEFAULT_PEDTYPE
pf_9.3,759.24,11.07,DEFAULT_PEDTYPE
pf_9.4,759.24,10.17,DEFAULT_PEDTYPE
