0,278.114,438.25,car
0,282.089,434.75,car
0,35.69,438.25,car
0,36.15,434.75,car
0,128.195,431.25,car
0,223.157,431.25,car
0,97.219,431.25,car
0,8.134,434.75,car
0,127.907,427.75,car
0,186.07,431.25,car
0,262.501,434.75,car
0,114.663,427.75,car
0,443.479,434.75,car
0,34.528,431.25,car
0,71.456,431.25,car
0,89.646,427.75,car
0,262.501,438.25,car
0,356.54,438.25,car
0,426.785,434.75,car
0,275.504,434.75,car
0,271.603,438.25,car
0,496.199,438.25,car
0,456.855,434.75,car
0,289.743,434.75,car
0,368.955,434.75,car
0,493.228,431.25,car
0,476.404,434.75,car
0,491.164,434.75,car
0,295.067,438.25,car
0,501.333,433.833,car
0,237.499,427.75,car
0,34.753,427.75,car
0,23.244,427.75,car
0,228.975,427.75,car
0,336.114,434.75,car
0,11.647,427.75,car
0,0.121,427.75,car
0,141.598,427.75,car
0,1.171,438.25,car
0,12.684,438.25,car
0,-0.968,434.107,car
0,18.617,434.75,car
0,392.394,434.75,car
0,336.729,438.25,car
0,269.002,434.75,car
0,504.285,431.07,car
0,24.186,438.25,car
0,51.496,431.25,car
0,142.675,431.25,car
0,113.391,431.25,car
0,470.311,438.25,slowbicycle
0,43.871,427.75,avgbicycle
0,150.963,427.75,avgbicycle
0,476.53,438.25,slowbicycle
0,178.391,427.75,avgbicycle
0,488.455,438.25,slowbicycle
0,482.592,438.25,fastbicycle
0,28.008,434.75,fastbicycle
0,255.25,668.692,fastbicycle
0,255.25,59.948,slowbicycle
0,255.25,401.336,avgbicycle
0,255.25,612.391,avgbicycle
0,244.75,32.96,slowbicycle
0,251.75,596.054,avgbicycle
0,255.25,651.248,fastbicycle
0,255.25,177.255,avgbicycle
0,23.575,431.25,motorcycle
0,103.424,427.75,motorcycle
0,2.118,431.25,motorcycle
0,267.002,438.25,moped
0,13.542,431.25,motorcycle
0,371.255,438.25,moped
0,383.987,438.25,motorcycle
0,237.499,431.25,moped
0,244.75,142.556,car
0,251.75,193.892,car
0,244.75,269.46,car
0,248.25,149.996,car
0,248.25,310.851,car
0,248.25,366.619,car
0,255.25,578.665,car
0,248.25,349.858,car
0,255.25,602.759,car
0,255.25,751.369,car
0,248.25,331.027,car
0,251.75,167.665,car
0,251.75,377.505,car
0,244.75,288.426,car
0,255.25,590.726,car
0,255.25,245.389,car
0,251.75,574.397,car
0,244.75,348.63,car
0,251.75,586.42,car
0,244.75,382.115,car
0,248.25,383.696,car
0,244.75,330.347,car
0,244.75,365.485,car
0,255.25,301.309,car
0,255.25,51.621,car
0,251.75,562.32,car
0,255.25,550.208,car
0,255.25,561.891,car
0,251.75,176.579,car
0,251.75,115.763,car
0,251.75,394.795,car
0,251.75,136.946,car
0,251.75,91.04,car
0,244.75,119.26,car
0,244.75,164.38,car
0,255.25,384.117,car
0,244.75,208.134,car
0,248.25,190.73,car
0,248.25,170.665,car
0,248.25,212.903,car
0,248.25,232.276,car
0,244.75,231.327,car
0,248.25,255.418,car
0,244.75,250.588,car
0,244.75,311.303,car
0,244.75,188.073,car
0,248.25,292.564,car
0,248.25,274.159,car
0,248.25,120.513,car
0,251.75,415.663,car
0,251.75,541.889,moped
0,255.25,497.433,motorcycle
0,251.75,77.621,motorcycle
0,251.75,66.375,motorcycle
0,251.75,530.082,moped
0,255.25,523.557,motorcycle
0,251.75,517.943,motorcycle
0,251.75,505.238,motorcycle
0,442.298,442.24,DEFAULT_PEDTYPE
0,417.949,441.6,DEFAULT_PEDTYPE
0,442.774,442.24,DEFAULT_PEDTYPE
0,407.855,440.96,DEFAULT_PEDTYPE
0,457.879,440.96,DEFAULT_PEDTYPE
0,498.45,441.6,DEFAULT_PEDTYPE
0,435.054,423.76,DEFAULT_PEDTYPE
0,448.975,424.4,DEFAULT_PEDTYPE
0,448.125,425.04,DEFAULT_PEDTYPE
0,397.542,440.96,DEFAULT_PEDTYPE
0,466.414,440.96,DEFAULT_PEDTYPE
0,473.569,441.6,DEFAULT_PEDTYPE
0,435.914,440.96,DEFAULT_PEDTYPE
0,456.214,423.76,DEFAULT_PEDTYPE
0,436.985,425.04,DEFAULT_PEDTYPE
0,421.202,424.4,DEFAULT_PEDTYPE
0,431.852,424.4,DEFAULT_PEDTYPE
