0,3.339,427.75,2
0,-0.489,434.426,2
0,237.499,427.75,2
0,231.126,431.25,2
0,492.546,427.75,2
0,471.37,434.75,2
0,493.309,431.25,2
0,353.047,431.25,2
0,389.335,427.75,2
0,490.66,434.75,2
0,35.923,431.25,2
0,377.567,427.75,2
0,80.834,434.75,2
0,444.178,431.25,2
0,477.964,431.25,2
0,356.119,427.75,2
0,57.96,427.75,2
0,27.395,438.25,2
0,65.54,434.75,2
0,2.177,431.25,2
0,16.796,427.75,2
0,165.775,434.75,2
0,69.888,438.25,2
0,10.513,434.75,2
0,36.563,434.75,2
0,128.389,434.75,2
0,96.465,434.75,2
0,89.828,438.25,2
0,-0.578,437.864,2
0,112.343,434.75,2
0,504.681,434.137,2
0,405.624,431.25,2
0,283.307,427.75,2
0,499.432,427.75,2
0,23.109,434.75,2
0,387.952,431.25,2
0,271.791,427.75,2
0,401.102,427.75,2
0,264.206,431.25,2
0,286.656,431.25,2
0,370.425,431.25,2
0,335.852,431.25,2
0,50.734,434.75,2
0,13.194,438.25,2
0,17.84,431.25,2
0,144.563,434.75,2
0,318.882,431.25,2
0,461.353,431.25,2
0,501.132,433.998,2
0,484.269,427.75,2
0,262.688,438.25,1
0,292.423,427.75,1
0,410.469,427.75,1
0,268.21,438.25,1
0,425.354,427.75,1
0,279.964,438.25,1
0,171.252,438.25,1
0,237.499,431.25,1
0,244.75,738.311,1
0,255.25,269.185,1
0,255.25,420.508,1
0,244.75,855.644,1
0,255.25,166.088,1
0,251.022,867.096,1
0,244.75,770.366,1
0,255.25,379.392,1
0,346.294,427.75,1
0,367.745,427.75,1
0,338.279,427.75,1
0,44.842,427.75,1
0,429.041,431.25,1
0,39.832,438.25,1
0,50.834,438.25,1
0,290.655,434.75,1
0,255.25,157.752,2
0,255.25,403.396,2
0,255.25,98.108,2
0,255.25,347.206,2
0,251.75,81.406,2
0,251.75,17.398,2
0,255.25,852.872,2
0,251.75,32.32,2
0,248.25,865.275,2
0,244.75,445.495,2
0,251.75,60.417,2
0,255.25,396.895,2
0,251.75,413.998,2
0,255.25,85.193,2
0,255.25,864.898,2
0,251.75,407.497,2
0,251.75,848.057,2
0,255.25,48.818,2
0,251.75,859.685,2
0,255.25,25.243,2
0,251.75,6.016,2
0,255.25,60.782,2
0,255.25,36.972,2
0,255.25,409.897,2
